Timestep,Primary Energy Factor kWh/kWh delivered,Emissions Factor kgCO2e/kWh,Emissions Factor kgCO2e/kWh including out-of-scope emissions
4554,1.969103316,0.086185206,0.086185206
4555,1.969103316,0.086185206,0.086185206
4556,1.969103316,0.086185206,0.086185206
4557,1.969103316,0.086185206,0.086185206
4558,1.969103316,0.086185206,0.086185206
4559,1.969103316,0.086185206,0.086185206
4560,1.969103316,0.086185206,0.086185206
4561,1.969103316,0.086185206,0.086185206
4562,1.969103316,0.086185206,0.086185206
4563,1.969103316,0.086185206,0.086185206
4564,1.969103316,0.086185206,0.086185206
4565,1.969103316,0.086185206,0.086185206
4566,1.969103316,0.086185206,0.086185206
4567,1.969103316,0.086185206,0.086185206
4568,1.969103316,0.086185206,0.086185206
4569,1.969103316,0.086185206,0.086185206
4570,1.969103316,0.086185206,0.086185206
4571,1.969103316,0.086185206,0.086185206
4572,1.969103316,0.086185206,0.086185206
4573,1.969103316,0.086185206,0.086185206
4574,1.969103316,0.086185206,0.086185206
4575,1.969103316,0.086185206,0.086185206
4576,1.969103316,0.086185206,0.086185206
4577,1.969103316,0.086185206,0.086185206
4578,1.969103316,0.086185206,0.086185206
4579,1.969103316,0.086185206,0.086185206
4580,1.969103316,0.086185206,0.086185206
4581,1.969103316,0.086185206,0.086185206
4582,1.969103316,0.086185206,0.086185206
4583,1.969103316,0.086185206,0.086185206
4584,1.969103316,0.086185206,0.086185206
4585,1.969103316,0.086185206,0.086185206
4586,1.969103316,0.086185206,0.086185206
4587,1.969103316,0.086185206,0.086185206
4588,1.969103316,0.086185206,0.086185206
4589,1.969103316,0.086185206,0.086185206
4590,1.969103316,0.086185206,0.086185206
4591,1.969103316,0.086185206,0.086185206
4592,1.969103316,0.086185206,0.086185206
4593,1.969103316,0.086185206,0.086185206
4594,1.969103316,0.086185206,0.086185206
4595,1.969103316,0.086185206,0.086185206
4596,1.969103316,0.086185206,0.086185206
4597,1.969103316,0.086185206,0.086185206
4598,1.969103316,0.086185206,0.086185206
4599,1.969103316,0.086185206,0.086185206
4600,1.969103316,0.086185206,0.086185206
4601,1.969103316,0.086185206,0.086185206
4602,1.969103316,0.086185206,0.086185206
4603,1.969103316,0.086185206,0.086185206
4604,1.969103316,0.086185206,0.086185206
4605,1.969103316,0.086185206,0.086185206
4606,1.969103316,0.086185206,0.086185206
4607,1.969103316,0.086185206,0.086185206
4608,1.969103316,0.086185206,0.086185206
4609,1.969103316,0.086185206,0.086185206
4610,1.969103316,0.086185206,0.086185206
4611,1.969103316,0.086185206,0.086185206
4612,1.969103316,0.086185206,0.086185206
4613,1.969103316,0.086185206,0.086185206
4614,1.969103316,0.086185206,0.086185206
4615,1.969103316,0.086185206,0.086185206
4616,1.969103316,0.086185206,0.086185206
4617,1.969103316,0.086185206,0.086185206
4618,1.969103316,0.086185206,0.086185206
4619,1.969103316,0.086185206,0.086185206
4620,1.969103316,0.086185206,0.086185206
4621,1.969103316,0.086185206,0.086185206
4622,1.969103316,0.086185206,0.086185206
4623,1.969103316,0.086185206,0.086185206
4624,1.969103316,0.086185206,0.086185206
4625,1.969103316,0.086185206,0.086185206
4626,1.969103316,0.086185206,0.086185206
4627,1.969103316,0.086185206,0.086185206
4628,1.969103316,0.086185206,0.086185206
4629,1.969103316,0.086185206,0.086185206
4630,1.969103316,0.086185206,0.086185206
4631,1.969103316,0.086185206,0.086185206
4632,1.969103316,0.086185206,0.086185206
4633,1.969103316,0.086185206,0.086185206
4634,1.969103316,0.086185206,0.086185206
4635,1.969103316,0.086185206,0.086185206
4636,1.969103316,0.086185206,0.086185206
4637,1.969103316,0.086185206,0.086185206
4638,1.969103316,0.086185206,0.086185206
4639,1.969103316,0.086185206,0.086185206
4640,1.969103316,0.086185206,0.086185206
4641,1.969103316,0.086185206,0.086185206
4642,1.969103316,0.086185206,0.086185206
4643,1.969103316,0.086185206,0.086185206
4644,1.969103316,0.086185206,0.086185206
4645,1.969103316,0.086185206,0.086185206
4646,1.969103316,0.086185206,0.086185206
4647,1.969103316,0.086185206,0.086185206
4648,1.969103316,0.086185206,0.086185206
4649,1.969103316,0.086185206,0.086185206
4650,1.969103316,0.086185206,0.086185206
4651,1.969103316,0.086185206,0.086185206
4652,1.969103316,0.086185206,0.086185206
4653,1.969103316,0.086185206,0.086185206
4654,1.969103316,0.086185206,0.086185206
4655,1.969103316,0.086185206,0.086185206
4656,1.969103316,0.086185206,0.086185206
4657,1.969103316,0.086185206,0.086185206
4658,1.969103316,0.086185206,0.086185206
4659,1.969103316,0.086185206,0.086185206
4660,1.969103316,0.086185206,0.086185206
4661,1.969103316,0.086185206,0.086185206
4662,1.969103316,0.086185206,0.086185206
4663,1.969103316,0.086185206,0.086185206
4664,1.969103316,0.086185206,0.086185206
4665,1.969103316,0.086185206,0.086185206
4666,1.969103316,0.086185206,0.086185206
4667,1.969103316,0.086185206,0.086185206
4668,1.969103316,0.086185206,0.086185206
4669,1.969103316,0.086185206,0.086185206
4670,1.969103316,0.086185206,0.086185206
4671,1.969103316,0.086185206,0.086185206
4672,1.969103316,0.086185206,0.086185206
4673,1.969103316,0.086185206,0.086185206
4674,1.969103316,0.086185206,0.086185206
4675,1.969103316,0.086185206,0.086185206
4676,1.969103316,0.086185206,0.086185206
4677,1.969103316,0.086185206,0.086185206
4678,1.969103316,0.086185206,0.086185206
4679,1.969103316,0.086185206,0.086185206
4680,1.969103316,0.086185206,0.086185206
4681,1.969103316,0.086185206,0.086185206
4682,1.969103316,0.086185206,0.086185206
4683,1.969103316,0.086185206,0.086185206
4684,1.969103316,0.086185206,0.086185206
4685,1.969103316,0.086185206,0.086185206
4686,1.969103316,0.086185206,0.086185206
4687,1.969103316,0.086185206,0.086185206
4688,1.969103316,0.086185206,0.086185206
4689,1.969103316,0.086185206,0.086185206
4690,1.969103316,0.086185206,0.086185206
4691,1.969103316,0.086185206,0.086185206
4692,1.969103316,0.086185206,0.086185206
4693,1.969103316,0.086185206,0.086185206
4694,1.969103316,0.086185206,0.086185206
4695,1.969103316,0.086185206,0.086185206
4696,1.969103316,0.086185206,0.086185206
4697,1.969103316,0.086185206,0.086185206
4698,1.969103316,0.086185206,0.086185206
4699,1.969103316,0.086185206,0.086185206
4700,1.969103316,0.086185206,0.086185206
4701,1.969103316,0.086185206,0.086185206
4702,1.969103316,0.086185206,0.086185206
4703,1.969103316,0.086185206,0.086185206
4704,1.969103316,0.086185206,0.086185206
4705,1.969103316,0.086185206,0.086185206
4706,1.969103316,0.086185206,0.086185206
4707,1.969103316,0.086185206,0.086185206
4708,1.969103316,0.086185206,0.086185206
4709,1.969103316,0.086185206,0.086185206
4710,1.969103316,0.086185206,0.086185206
4711,1.969103316,0.086185206,0.086185206
4712,1.969103316,0.086185206,0.086185206
4713,1.969103316,0.086185206,0.086185206
4714,1.969103316,0.086185206,0.086185206
4715,1.969103316,0.086185206,0.086185206
4716,1.969103316,0.086185206,0.086185206
4717,1.969103316,0.086185206,0.086185206
4718,1.969103316,0.086185206,0.086185206
4719,1.969103316,0.086185206,0.086185206
4720,1.969103316,0.086185206,0.086185206
4721,1.969103316,0.086185206,0.086185206
4722,1.969103316,0.086185206,0.086185206
4723,1.969103316,0.086185206,0.086185206
4724,1.969103316,0.086185206,0.086185206
4725,1.969103316,0.086185206,0.086185206
4726,1.969103316,0.086185206,0.086185206
4727,1.969103316,0.086185206,0.086185206
4728,1.969103316,0.086185206,0.086185206
4729,1.969103316,0.086185206,0.086185206
4730,1.969103316,0.086185206,0.086185206
4731,1.969103316,0.086185206,0.086185206
4732,1.969103316,0.086185206,0.086185206
4733,1.969103316,0.086185206,0.086185206
4734,1.969103316,0.086185206,0.086185206
4735,1.969103316,0.086185206,0.086185206
4736,1.969103316,0.086185206,0.086185206
4737,1.969103316,0.086185206,0.086185206
4738,1.969103316,0.086185206,0.086185206
4739,1.969103316,0.086185206,0.086185206
4740,1.969103316,0.086185206,0.086185206
4741,1.969103316,0.086185206,0.086185206
4742,1.969103316,0.086185206,0.086185206
4743,1.969103316,0.086185206,0.086185206
4744,1.969103316,0.086185206,0.086185206
4745,1.969103316,0.086185206,0.086185206
4746,1.969103316,0.086185206,0.086185206
4747,1.969103316,0.086185206,0.086185206
4748,1.969103316,0.086185206,0.086185206
4749,1.969103316,0.086185206,0.086185206
4750,1.969103316,0.086185206,0.086185206
4751,1.969103316,0.086185206,0.086185206
4752,1.969103316,0.086185206,0.086185206
4753,1.969103316,0.086185206,0.086185206
4754,1.969103316,0.086185206,0.086185206
4755,1.969103316,0.086185206,0.086185206
4756,1.969103316,0.086185206,0.086185206
4757,1.969103316,0.086185206,0.086185206
4758,1.969103316,0.086185206,0.086185206
4759,1.969103316,0.086185206,0.086185206
4760,1.969103316,0.086185206,0.086185206
4761,1.969103316,0.086185206,0.086185206
4762,1.969103316,0.086185206,0.086185206
4763,1.969103316,0.086185206,0.086185206
4764,1.969103316,0.086185206,0.086185206
4765,1.969103316,0.086185206,0.086185206
4766,1.969103316,0.086185206,0.086185206
4767,1.969103316,0.086185206,0.086185206
4768,1.969103316,0.086185206,0.086185206
4769,1.969103316,0.086185206,0.086185206
4770,1.969103316,0.086185206,0.086185206
4771,1.969103316,0.086185206,0.086185206
4772,1.969103316,0.086185206,0.086185206
4773,1.969103316,0.086185206,0.086185206
4774,1.969103316,0.086185206,0.086185206
4775,1.969103316,0.086185206,0.086185206
4776,1.969103316,0.086185206,0.086185206
4777,1.969103316,0.086185206,0.086185206
4778,1.969103316,0.086185206,0.086185206
4779,1.969103316,0.086185206,0.086185206
4780,1.969103316,0.086185206,0.086185206
4781,1.969103316,0.086185206,0.086185206
4782,1.969103316,0.086185206,0.086185206
4783,1.969103316,0.086185206,0.086185206
4784,1.969103316,0.086185206,0.086185206
4785,1.969103316,0.086185206,0.086185206
4786,1.969103316,0.086185206,0.086185206
4787,1.969103316,0.086185206,0.086185206
4788,1.969103316,0.086185206,0.086185206
4789,1.969103316,0.086185206,0.086185206
4790,1.969103316,0.086185206,0.086185206
4791,1.969103316,0.086185206,0.086185206
4792,1.969103316,0.086185206,0.086185206
4793,1.969103316,0.086185206,0.086185206
4794,1.969103316,0.086185206,0.086185206
4795,1.969103316,0.086185206,0.086185206
4796,1.969103316,0.086185206,0.086185206
4797,1.969103316,0.086185206,0.086185206
4798,1.969103316,0.086185206,0.086185206
4799,1.969103316,0.086185206,0.086185206
4800,1.969103316,0.086185206,0.086185206
4801,1.969103316,0.086185206,0.086185206
4802,1.969103316,0.086185206,0.086185206
4803,1.969103316,0.086185206,0.086185206
4804,1.969103316,0.086185206,0.086185206
4805,1.969103316,0.086185206,0.086185206
4806,1.969103316,0.086185206,0.086185206
4807,1.969103316,0.086185206,0.086185206
4808,1.969103316,0.086185206,0.086185206
4809,1.969103316,0.086185206,0.086185206
4810,1.969103316,0.086185206,0.086185206
4811,1.969103316,0.086185206,0.086185206
4812,1.969103316,0.086185206,0.086185206
4813,1.969103316,0.086185206,0.086185206
4814,1.969103316,0.086185206,0.086185206
4815,1.969103316,0.086185206,0.086185206
4816,1.969103316,0.086185206,0.086185206
4817,1.969103316,0.086185206,0.086185206
4818,1.969103316,0.086185206,0.086185206
4819,1.969103316,0.086185206,0.086185206
4820,1.969103316,0.086185206,0.086185206
4821,1.969103316,0.086185206,0.086185206
4822,1.969103316,0.086185206,0.086185206
4823,1.969103316,0.086185206,0.086185206
4824,1.969103316,0.086185206,0.086185206
4825,1.969103316,0.086185206,0.086185206
4826,1.969103316,0.086185206,0.086185206
4827,1.969103316,0.086185206,0.086185206
4828,1.969103316,0.086185206,0.086185206
4829,1.969103316,0.086185206,0.086185206
4830,1.969103316,0.086185206,0.086185206
4831,1.969103316,0.086185206,0.086185206
4832,1.969103316,0.086185206,0.086185206
4833,1.969103316,0.086185206,0.086185206
4834,1.969103316,0.086185206,0.086185206
4835,1.969103316,0.086185206,0.086185206
4836,1.969103316,0.086185206,0.086185206
4837,1.969103316,0.086185206,0.086185206
4838,1.969103316,0.086185206,0.086185206
4839,1.969103316,0.086185206,0.086185206
4840,1.969103316,0.086185206,0.086185206
4841,1.969103316,0.086185206,0.086185206
4842,1.969103316,0.086185206,0.086185206
4843,1.969103316,0.086185206,0.086185206
4844,1.969103316,0.086185206,0.086185206
4845,1.969103316,0.086185206,0.086185206
4846,1.969103316,0.086185206,0.086185206
4847,1.969103316,0.086185206,0.086185206
4848,1.969103316,0.086185206,0.086185206
4849,1.969103316,0.086185206,0.086185206
4850,1.969103316,0.086185206,0.086185206
4851,1.969103316,0.086185206,0.086185206
4852,1.969103316,0.086185206,0.086185206
4853,1.969103316,0.086185206,0.086185206
4854,1.969103316,0.086185206,0.086185206
4855,1.969103316,0.086185206,0.086185206
4856,1.969103316,0.086185206,0.086185206
4857,1.969103316,0.086185206,0.086185206
4858,1.969103316,0.086185206,0.086185206
4859,1.969103316,0.086185206,0.086185206
4860,1.969103316,0.086185206,0.086185206
4861,1.969103316,0.086185206,0.086185206
4862,1.969103316,0.086185206,0.086185206
4863,1.969103316,0.086185206,0.086185206
4864,1.969103316,0.086185206,0.086185206
4865,1.969103316,0.086185206,0.086185206
4866,1.969103316,0.086185206,0.086185206
4867,1.969103316,0.086185206,0.086185206
4868,1.969103316,0.086185206,0.086185206
4869,1.969103316,0.086185206,0.086185206
4870,1.969103316,0.086185206,0.086185206
4871,1.969103316,0.086185206,0.086185206
4872,1.969103316,0.086185206,0.086185206
4873,1.969103316,0.086185206,0.086185206
4874,1.969103316,0.086185206,0.086185206
4875,1.969103316,0.086185206,0.086185206
4876,1.969103316,0.086185206,0.086185206
4877,1.969103316,0.086185206,0.086185206
4878,1.969103316,0.086185206,0.086185206
4879,1.969103316,0.086185206,0.086185206
4880,1.969103316,0.086185206,0.086185206
4881,1.969103316,0.086185206,0.086185206
4882,1.969103316,0.086185206,0.086185206
4883,1.969103316,0.086185206,0.086185206
4884,1.969103316,0.086185206,0.086185206
4885,1.969103316,0.086185206,0.086185206
4886,1.969103316,0.086185206,0.086185206
4887,1.969103316,0.086185206,0.086185206
4888,1.969103316,0.086185206,0.086185206
4889,1.969103316,0.086185206,0.086185206
4890,1.969103316,0.086185206,0.086185206
4891,1.969103316,0.086185206,0.086185206
4892,1.969103316,0.086185206,0.086185206
4893,1.969103316,0.086185206,0.086185206
4894,1.969103316,0.086185206,0.086185206
4895,1.969103316,0.086185206,0.086185206
4896,1.969103316,0.086185206,0.086185206
4897,1.969103316,0.086185206,0.086185206
4898,1.969103316,0.086185206,0.086185206
4899,1.969103316,0.086185206,0.086185206
4900,1.969103316,0.086185206,0.086185206
4901,1.969103316,0.086185206,0.086185206
4902,1.969103316,0.086185206,0.086185206
4903,1.969103316,0.086185206,0.086185206
4904,1.969103316,0.086185206,0.086185206
4905,1.969103316,0.086185206,0.086185206
4906,1.969103316,0.086185206,0.086185206
4907,1.969103316,0.086185206,0.086185206
4908,1.969103316,0.086185206,0.086185206
4909,1.969103316,0.086185206,0.086185206
4910,1.969103316,0.086185206,0.086185206
4911,1.969103316,0.086185206,0.086185206
4912,1.969103316,0.086185206,0.086185206
4913,1.969103316,0.086185206,0.086185206
4914,1.969103316,0.086185206,0.086185206
4915,1.969103316,0.086185206,0.086185206
4916,1.969103316,0.086185206,0.086185206
4917,1.969103316,0.086185206,0.086185206
4918,1.969103316,0.086185206,0.086185206
4919,1.969103316,0.086185206,0.086185206
4920,1.969103316,0.086185206,0.086185206
4921,1.969103316,0.086185206,0.086185206
4922,1.969103316,0.086185206,0.086185206
4923,1.969103316,0.086185206,0.086185206
4924,1.969103316,0.086185206,0.086185206
4925,1.969103316,0.086185206,0.086185206
4926,1.969103316,0.086185206,0.086185206
4927,1.969103316,0.086185206,0.086185206
4928,1.969103316,0.086185206,0.086185206
4929,1.969103316,0.086185206,0.086185206
4930,1.969103316,0.086185206,0.086185206
4931,1.969103316,0.086185206,0.086185206
4932,1.969103316,0.086185206,0.086185206
4933,1.969103316,0.086185206,0.086185206
4934,1.969103316,0.086185206,0.086185206
4935,1.969103316,0.086185206,0.086185206
4936,1.969103316,0.086185206,0.086185206
4937,1.969103316,0.086185206,0.086185206
4938,1.969103316,0.086185206,0.086185206
4939,1.969103316,0.086185206,0.086185206
4940,1.969103316,0.086185206,0.086185206
4941,1.969103316,0.086185206,0.086185206
4942,1.969103316,0.086185206,0.086185206
4943,1.969103316,0.086185206,0.086185206
4944,1.969103316,0.086185206,0.086185206
4945,1.969103316,0.086185206,0.086185206
4946,1.969103316,0.086185206,0.086185206
4947,1.969103316,0.086185206,0.086185206
4948,1.969103316,0.086185206,0.086185206
4949,1.969103316,0.086185206,0.086185206
4950,1.969103316,0.086185206,0.086185206
4951,1.969103316,0.086185206,0.086185206
4952,1.969103316,0.086185206,0.086185206
4953,1.969103316,0.086185206,0.086185206
4954,1.969103316,0.086185206,0.086185206
4955,1.969103316,0.086185206,0.086185206
4956,1.969103316,0.086185206,0.086185206
4957,1.969103316,0.086185206,0.086185206
4958,1.969103316,0.086185206,0.086185206
4959,1.969103316,0.086185206,0.086185206
4960,1.969103316,0.086185206,0.086185206
4961,1.969103316,0.086185206,0.086185206
4962,1.969103316,0.086185206,0.086185206
4963,1.969103316,0.086185206,0.086185206
4964,1.969103316,0.086185206,0.086185206
4965,1.969103316,0.086185206,0.086185206
4966,1.969103316,0.086185206,0.086185206
4967,1.969103316,0.086185206,0.086185206
4968,1.969103316,0.086185206,0.086185206
4969,1.969103316,0.086185206,0.086185206
4970,1.969103316,0.086185206,0.086185206
4971,1.969103316,0.086185206,0.086185206
4972,1.969103316,0.086185206,0.086185206
4973,1.969103316,0.086185206,0.086185206
4974,1.969103316,0.086185206,0.086185206
4975,1.969103316,0.086185206,0.086185206
4976,1.969103316,0.086185206,0.086185206
4977,1.969103316,0.086185206,0.086185206
4978,1.969103316,0.086185206,0.086185206
4979,1.969103316,0.086185206,0.086185206
4980,1.969103316,0.086185206,0.086185206
4981,1.969103316,0.086185206,0.086185206
4982,1.969103316,0.086185206,0.086185206
4983,1.969103316,0.086185206,0.086185206
4984,1.969103316,0.086185206,0.086185206
4985,1.969103316,0.086185206,0.086185206
4986,1.969103316,0.086185206,0.086185206
4987,1.969103316,0.086185206,0.086185206
4988,1.969103316,0.086185206,0.086185206
4989,1.969103316,0.086185206,0.086185206
4990,1.969103316,0.086185206,0.086185206
4991,1.969103316,0.086185206,0.086185206
4992,1.969103316,0.086185206,0.086185206
4993,1.969103316,0.086185206,0.086185206
4994,1.969103316,0.086185206,0.086185206
4995,1.969103316,0.086185206,0.086185206
4996,1.969103316,0.086185206,0.086185206
4997,1.969103316,0.086185206,0.086185206
4998,1.969103316,0.086185206,0.086185206
4999,1.969103316,0.086185206,0.086185206
5000,1.969103316,0.086185206,0.086185206
5001,1.969103316,0.086185206,0.086185206
5002,1.969103316,0.086185206,0.086185206
5003,1.969103316,0.086185206,0.086185206
5004,1.969103316,0.086185206,0.086185206
5005,1.969103316,0.086185206,0.086185206
5006,1.969103316,0.086185206,0.086185206
5007,1.969103316,0.086185206,0.086185206
5008,1.969103316,0.086185206,0.086185206
5009,1.969103316,0.086185206,0.086185206
5010,1.969103316,0.086185206,0.086185206
5011,1.969103316,0.086185206,0.086185206
5012,1.969103316,0.086185206,0.086185206
5013,1.969103316,0.086185206,0.086185206
5014,1.969103316,0.086185206,0.086185206
5015,1.969103316,0.086185206,0.086185206
5016,1.969103316,0.086185206,0.086185206
5017,1.969103316,0.086185206,0.086185206
5018,1.969103316,0.086185206,0.086185206
5019,1.969103316,0.086185206,0.086185206
5020,1.969103316,0.086185206,0.086185206
5021,1.969103316,0.086185206,0.086185206
5022,1.969103316,0.086185206,0.086185206
5023,1.969103316,0.086185206,0.086185206
5024,1.969103316,0.086185206,0.086185206
5025,1.969103316,0.086185206,0.086185206
5026,1.969103316,0.086185206,0.086185206
5027,1.969103316,0.086185206,0.086185206
5028,1.969103316,0.086185206,0.086185206
5029,1.969103316,0.086185206,0.086185206
5030,1.969103316,0.086185206,0.086185206
5031,1.969103316,0.086185206,0.086185206
5032,1.969103316,0.086185206,0.086185206
5033,1.969103316,0.086185206,0.086185206
5034,1.969103316,0.086185206,0.086185206
5035,1.969103316,0.086185206,0.086185206
5036,1.969103316,0.086185206,0.086185206
5037,1.969103316,0.086185206,0.086185206
5038,1.969103316,0.086185206,0.086185206
5039,1.969103316,0.086185206,0.086185206
5040,1.969103316,0.086185206,0.086185206
5041,1.969103316,0.086185206,0.086185206
5042,1.969103316,0.086185206,0.086185206
5043,1.969103316,0.086185206,0.086185206
5044,1.969103316,0.086185206,0.086185206
5045,1.969103316,0.086185206,0.086185206
5046,1.969103316,0.086185206,0.086185206
5047,1.969103316,0.086185206,0.086185206
5048,1.969103316,0.086185206,0.086185206
5049,1.969103316,0.086185206,0.086185206
5050,1.969103316,0.086185206,0.086185206
5051,1.969103316,0.086185206,0.086185206
5052,1.969103316,0.086185206,0.086185206
5053,1.969103316,0.086185206,0.086185206
5054,1.969103316,0.086185206,0.086185206
5055,1.969103316,0.086185206,0.086185206
5056,1.969103316,0.086185206,0.086185206
5057,1.969103316,0.086185206,0.086185206
5058,1.969103316,0.086185206,0.086185206
5059,1.969103316,0.086185206,0.086185206
5060,1.969103316,0.086185206,0.086185206
5061,1.969103316,0.086185206,0.086185206
5062,1.969103316,0.086185206,0.086185206
5063,1.969103316,0.086185206,0.086185206
5064,1.969103316,0.086185206,0.086185206
5065,1.969103316,0.086185206,0.086185206
5066,1.969103316,0.086185206,0.086185206
5067,1.969103316,0.086185206,0.086185206
5068,1.969103316,0.086185206,0.086185206
5069,1.969103316,0.086185206,0.086185206
5070,1.969103316,0.086185206,0.086185206
5071,1.969103316,0.086185206,0.086185206
5072,1.969103316,0.086185206,0.086185206
5073,1.969103316,0.086185206,0.086185206
5074,1.969103316,0.086185206,0.086185206
5075,1.969103316,0.086185206,0.086185206
5076,1.969103316,0.086185206,0.086185206
5077,1.969103316,0.086185206,0.086185206
5078,1.969103316,0.086185206,0.086185206
5079,1.969103316,0.086185206,0.086185206
5080,1.969103316,0.086185206,0.086185206
5081,1.969103316,0.086185206,0.086185206
5082,1.969103316,0.086185206,0.086185206
5083,1.969103316,0.086185206,0.086185206
5084,1.969103316,0.086185206,0.086185206
5085,1.969103316,0.086185206,0.086185206
5086,1.969103316,0.086185206,0.086185206
5087,1.969103316,0.086185206,0.086185206
5088,1.969103316,0.086185206,0.086185206
5089,1.969103316,0.086185206,0.086185206
5090,1.969103316,0.086185206,0.086185206
5091,1.969103316,0.086185206,0.086185206
5092,1.969103316,0.086185206,0.086185206
5093,1.969103316,0.086185206,0.086185206
5094,1.969103316,0.086185206,0.086185206
5095,1.969103316,0.086185206,0.086185206
5096,1.969103316,0.086185206,0.086185206
5097,1.969103316,0.086185206,0.086185206
5098,1.969103316,0.086185206,0.086185206
5099,1.969103316,0.086185206,0.086185206
5100,1.969103316,0.086185206,0.086185206
5101,1.969103316,0.086185206,0.086185206
5102,1.969103316,0.086185206,0.086185206
5103,1.969103316,0.086185206,0.086185206
5104,1.969103316,0.086185206,0.086185206
5105,1.969103316,0.086185206,0.086185206
5106,1.969103316,0.086185206,0.086185206
5107,1.969103316,0.086185206,0.086185206
5108,1.969103316,0.086185206,0.086185206
5109,1.969103316,0.086185206,0.086185206
5110,1.969103316,0.086185206,0.086185206
5111,1.969103316,0.086185206,0.086185206
5112,1.969103316,0.086185206,0.086185206
5113,1.969103316,0.086185206,0.086185206
5114,1.969103316,0.086185206,0.086185206
5115,1.969103316,0.086185206,0.086185206
5116,1.969103316,0.086185206,0.086185206
5117,1.969103316,0.086185206,0.086185206
5118,1.969103316,0.086185206,0.086185206
5119,1.969103316,0.086185206,0.086185206
5120,1.969103316,0.086185206,0.086185206
5121,1.969103316,0.086185206,0.086185206
5122,1.969103316,0.086185206,0.086185206
5123,1.969103316,0.086185206,0.086185206
5124,1.969103316,0.086185206,0.086185206
5125,1.969103316,0.086185206,0.086185206
5126,1.969103316,0.086185206,0.086185206
5127,1.969103316,0.086185206,0.086185206
5128,1.969103316,0.086185206,0.086185206
5129,1.969103316,0.086185206,0.086185206
5130,1.969103316,0.086185206,0.086185206
5131,1.969103316,0.086185206,0.086185206
5132,1.969103316,0.086185206,0.086185206
5133,1.969103316,0.086185206,0.086185206
5134,1.969103316,0.086185206,0.086185206
5135,1.969103316,0.086185206,0.086185206
5136,1.969103316,0.086185206,0.086185206
5137,1.969103316,0.086185206,0.086185206
5138,1.969103316,0.086185206,0.086185206
5139,1.969103316,0.086185206,0.086185206
5140,1.969103316,0.086185206,0.086185206
5141,1.969103316,0.086185206,0.086185206
5142,1.969103316,0.086185206,0.086185206
5143,1.969103316,0.086185206,0.086185206
5144,1.969103316,0.086185206,0.086185206
5145,1.969103316,0.086185206,0.086185206
5146,1.969103316,0.086185206,0.086185206
5147,1.969103316,0.086185206,0.086185206
5148,1.969103316,0.086185206,0.086185206
5149,1.969103316,0.086185206,0.086185206
5150,1.969103316,0.086185206,0.086185206
5151,1.969103316,0.086185206,0.086185206
5152,1.969103316,0.086185206,0.086185206
5153,1.969103316,0.086185206,0.086185206
5154,1.969103316,0.086185206,0.086185206
5155,1.969103316,0.086185206,0.086185206
5156,1.969103316,0.086185206,0.086185206
5157,1.969103316,0.086185206,0.086185206
5158,1.969103316,0.086185206,0.086185206
5159,1.969103316,0.086185206,0.086185206
5160,1.969103316,0.086185206,0.086185206
5161,1.969103316,0.086185206,0.086185206
5162,1.969103316,0.086185206,0.086185206
5163,1.969103316,0.086185206,0.086185206
5164,1.969103316,0.086185206,0.086185206
5165,1.969103316,0.086185206,0.086185206
5166,1.969103316,0.086185206,0.086185206
5167,1.969103316,0.086185206,0.086185206
5168,1.969103316,0.086185206,0.086185206
5169,1.969103316,0.086185206,0.086185206
5170,1.969103316,0.086185206,0.086185206
5171,1.969103316,0.086185206,0.086185206
5172,1.969103316,0.086185206,0.086185206
5173,1.969103316,0.086185206,0.086185206
5174,1.969103316,0.086185206,0.086185206
5175,1.969103316,0.086185206,0.086185206
5176,1.969103316,0.086185206,0.086185206
5177,1.969103316,0.086185206,0.086185206
5178,1.969103316,0.086185206,0.086185206
5179,1.969103316,0.086185206,0.086185206
5180,1.969103316,0.086185206,0.086185206
5181,1.969103316,0.086185206,0.086185206
5182,1.969103316,0.086185206,0.086185206
5183,1.969103316,0.086185206,0.086185206
5184,1.969103316,0.086185206,0.086185206
5185,1.969103316,0.086185206,0.086185206
5186,1.969103316,0.086185206,0.086185206
5187,1.969103316,0.086185206,0.086185206
5188,1.969103316,0.086185206,0.086185206
5189,1.969103316,0.086185206,0.086185206
5190,1.969103316,0.086185206,0.086185206
5191,1.969103316,0.086185206,0.086185206
5192,1.969103316,0.086185206,0.086185206
5193,1.969103316,0.086185206,0.086185206
5194,1.969103316,0.086185206,0.086185206
5195,1.969103316,0.086185206,0.086185206
5196,1.969103316,0.086185206,0.086185206
5197,1.969103316,0.086185206,0.086185206
5198,1.969103316,0.086185206,0.086185206
5199,1.969103316,0.086185206,0.086185206
5200,1.969103316,0.086185206,0.086185206
5201,1.969103316,0.086185206,0.086185206
5202,1.969103316,0.086185206,0.086185206
5203,1.969103316,0.086185206,0.086185206
5204,1.969103316,0.086185206,0.086185206
5205,1.969103316,0.086185206,0.086185206
5206,1.969103316,0.086185206,0.086185206
5207,1.969103316,0.086185206,0.086185206
5208,1.969103316,0.086185206,0.086185206
5209,1.969103316,0.086185206,0.086185206
5210,1.969103316,0.086185206,0.086185206
5211,1.969103316,0.086185206,0.086185206
5212,1.969103316,0.086185206,0.086185206
5213,1.969103316,0.086185206,0.086185206
5214,1.969103316,0.086185206,0.086185206
5215,1.969103316,0.086185206,0.086185206
5216,1.969103316,0.086185206,0.086185206
