Timestep,Primary Energy Factor kWh/kWh delivered,Emissions Factor kgCO2e/kWh,Emissions Factor kgCO2e/kWh including out-of-scope emissions
185,1.969103316,0.086185206,0.086185206
186,1.969103316,0.086185206,0.086185206
187,1.969103316,0.086185206,0.086185206
188,1.969103316,0.086185206,0.086185206
189,1.969103316,0.086185206,0.086185206
190,1.969103316,0.086185206,0.086185206
191,1.969103316,0.086185206,0.086185206
192,1.969103316,0.086185206,0.086185206
193,1.969103316,0.086185206,0.086185206
194,1.969103316,0.086185206,0.086185206
195,1.969103316,0.086185206,0.086185206
196,1.969103316,0.086185206,0.086185206
197,1.969103316,0.086185206,0.086185206
198,1.969103316,0.086185206,0.086185206
199,1.969103316,0.086185206,0.086185206
200,1.969103316,0.086185206,0.086185206
201,1.969103316,0.086185206,0.086185206
202,1.969103316,0.086185206,0.086185206
203,1.969103316,0.086185206,0.086185206
204,1.969103316,0.086185206,0.086185206
205,1.969103316,0.086185206,0.086185206
206,1.969103316,0.086185206,0.086185206
207,1.969103316,0.086185206,0.086185206
208,1.969103316,0.086185206,0.086185206
209,1.969103316,0.086185206,0.086185206
210,1.969103316,0.086185206,0.086185206
211,1.969103316,0.086185206,0.086185206
212,1.969103316,0.086185206,0.086185206
213,1.969103316,0.086185206,0.086185206
214,1.969103316,0.086185206,0.086185206
215,1.969103316,0.086185206,0.086185206
216,1.969103316,0.086185206,0.086185206
217,1.969103316,0.086185206,0.086185206
218,1.969103316,0.086185206,0.086185206
219,1.969103316,0.086185206,0.086185206
220,1.969103316,0.086185206,0.086185206
221,1.969103316,0.086185206,0.086185206
222,1.969103316,0.086185206,0.086185206
223,1.969103316,0.086185206,0.086185206
224,1.969103316,0.086185206,0.086185206
225,1.969103316,0.086185206,0.086185206
226,1.969103316,0.086185206,0.086185206
227,1.969103316,0.086185206,0.086185206
228,1.969103316,0.086185206,0.086185206
229,1.969103316,0.086185206,0.086185206
230,1.969103316,0.086185206,0.086185206
231,1.969103316,0.086185206,0.086185206
232,1.969103316,0.086185206,0.086185206
233,1.969103316,0.086185206,0.086185206
234,1.969103316,0.086185206,0.086185206
235,1.969103316,0.086185206,0.086185206
236,1.969103316,0.086185206,0.086185206
237,1.969103316,0.086185206,0.086185206
238,1.969103316,0.086185206,0.086185206
239,1.969103316,0.086185206,0.086185206
240,1.969103316,0.086185206,0.086185206
241,1.969103316,0.086185206,0.086185206
242,1.969103316,0.086185206,0.086185206
243,1.969103316,0.086185206,0.086185206
244,1.969103316,0.086185206,0.086185206
245,1.969103316,0.086185206,0.086185206
246,1.969103316,0.086185206,0.086185206
247,1.969103316,0.086185206,0.086185206
248,1.969103316,0.086185206,0.086185206
249,1.969103316,0.086185206,0.086185206
250,1.969103316,0.086185206,0.086185206
251,1.969103316,0.086185206,0.086185206
252,1.969103316,0.086185206,0.086185206
253,1.969103316,0.086185206,0.086185206
254,1.969103316,0.086185206,0.086185206
255,1.969103316,0.086185206,0.086185206
256,1.969103316,0.086185206,0.086185206
257,1.969103316,0.086185206,0.086185206
258,1.969103316,0.086185206,0.086185206
259,1.969103316,0.086185206,0.086185206
260,1.969103316,0.086185206,0.086185206
261,1.969103316,0.086185206,0.086185206
262,1.969103316,0.086185206,0.086185206
263,1.969103316,0.086185206,0.086185206
264,1.969103316,0.086185206,0.086185206
265,1.969103316,0.086185206,0.086185206
266,1.969103316,0.086185206,0.086185206
267,1.969103316,0.086185206,0.086185206
268,1.969103316,0.086185206,0.086185206
269,1.969103316,0.086185206,0.086185206
270,1.969103316,0.086185206,0.086185206
271,1.969103316,0.086185206,0.086185206
272,1.969103316,0.086185206,0.086185206
273,1.969103316,0.086185206,0.086185206
274,1.969103316,0.086185206,0.086185206
275,1.969103316,0.086185206,0.086185206
276,1.969103316,0.086185206,0.086185206
277,1.969103316,0.086185206,0.086185206
278,1.969103316,0.086185206,0.086185206
279,1.969103316,0.086185206,0.086185206
280,1.969103316,0.086185206,0.086185206
281,1.969103316,0.086185206,0.086185206
282,1.969103316,0.086185206,0.086185206
283,1.969103316,0.086185206,0.086185206
284,1.969103316,0.086185206,0.086185206
285,1.969103316,0.086185206,0.086185206
286,1.969103316,0.086185206,0.086185206
287,1.969103316,0.086185206,0.086185206
288,1.969103316,0.086185206,0.086185206
289,1.969103316,0.086185206,0.086185206
290,1.969103316,0.086185206,0.086185206
291,1.969103316,0.086185206,0.086185206
292,1.969103316,0.086185206,0.086185206
293,1.969103316,0.086185206,0.086185206
294,1.969103316,0.086185206,0.086185206
295,1.969103316,0.086185206,0.086185206
296,1.969103316,0.086185206,0.086185206
297,1.969103316,0.086185206,0.086185206
298,1.969103316,0.086185206,0.086185206
299,1.969103316,0.086185206,0.086185206
300,1.969103316,0.086185206,0.086185206
301,1.969103316,0.086185206,0.086185206
302,1.969103316,0.086185206,0.086185206
303,1.969103316,0.086185206,0.086185206
304,1.969103316,0.086185206,0.086185206
305,1.969103316,0.086185206,0.086185206
306,1.969103316,0.086185206,0.086185206
307,1.969103316,0.086185206,0.086185206
308,1.969103316,0.086185206,0.086185206
309,1.969103316,0.086185206,0.086185206
310,1.969103316,0.086185206,0.086185206
311,1.969103316,0.086185206,0.086185206
312,1.969103316,0.086185206,0.086185206
313,1.969103316,0.086185206,0.086185206
314,1.969103316,0.086185206,0.086185206
315,1.969103316,0.086185206,0.086185206
316,1.969103316,0.086185206,0.086185206
317,1.969103316,0.086185206,0.086185206
318,1.969103316,0.086185206,0.086185206
319,1.969103316,0.086185206,0.086185206
320,1.969103316,0.086185206,0.086185206
321,1.969103316,0.086185206,0.086185206
322,1.969103316,0.086185206,0.086185206
323,1.969103316,0.086185206,0.086185206
324,1.969103316,0.086185206,0.086185206
325,1.969103316,0.086185206,0.086185206
326,1.969103316,0.086185206,0.086185206
327,1.969103316,0.086185206,0.086185206
328,1.969103316,0.086185206,0.086185206
329,1.969103316,0.086185206,0.086185206
330,1.969103316,0.086185206,0.086185206
331,1.969103316,0.086185206,0.086185206
332,1.969103316,0.086185206,0.086185206
333,1.969103316,0.086185206,0.086185206
334,1.969103316,0.086185206,0.086185206
335,1.969103316,0.086185206,0.086185206
336,1.969103316,0.086185206,0.086185206
337,1.969103316,0.086185206,0.086185206
338,1.969103316,0.086185206,0.086185206
339,1.969103316,0.086185206,0.086185206
340,1.969103316,0.086185206,0.086185206
341,1.969103316,0.086185206,0.086185206
342,1.969103316,0.086185206,0.086185206
343,1.969103316,0.086185206,0.086185206
344,1.969103316,0.086185206,0.086185206
345,1.969103316,0.086185206,0.086185206
346,1.969103316,0.086185206,0.086185206
347,1.969103316,0.086185206,0.086185206
348,1.969103316,0.086185206,0.086185206
349,1.969103316,0.086185206,0.086185206
350,1.969103316,0.086185206,0.086185206
351,1.969103316,0.086185206,0.086185206
352,1.969103316,0.086185206,0.086185206
353,1.969103316,0.086185206,0.086185206
354,1.969103316,0.086185206,0.086185206
355,1.969103316,0.086185206,0.086185206
356,1.969103316,0.086185206,0.086185206
357,1.969103316,0.086185206,0.086185206
358,1.969103316,0.086185206,0.086185206
359,1.969103316,0.086185206,0.086185206
360,1.969103316,0.086185206,0.086185206
361,1.969103316,0.086185206,0.086185206
362,1.969103316,0.086185206,0.086185206
363,1.969103316,0.086185206,0.086185206
364,1.969103316,0.086185206,0.086185206
365,1.969103316,0.086185206,0.086185206
366,1.969103316,0.086185206,0.086185206
367,1.969103316,0.086185206,0.086185206
368,1.969103316,0.086185206,0.086185206
369,1.969103316,0.086185206,0.086185206
370,1.969103316,0.086185206,0.086185206
371,1.969103316,0.086185206,0.086185206
372,1.969103316,0.086185206,0.086185206
373,1.969103316,0.086185206,0.086185206
374,1.969103316,0.086185206,0.086185206
375,1.969103316,0.086185206,0.086185206
376,1.969103316,0.086185206,0.086185206
377,1.969103316,0.086185206,0.086185206
378,1.969103316,0.086185206,0.086185206
379,1.969103316,0.086185206,0.086185206
380,1.969103316,0.086185206,0.086185206
381,1.969103316,0.086185206,0.086185206
382,1.969103316,0.086185206,0.086185206
383,1.969103316,0.086185206,0.086185206
384,1.969103316,0.086185206,0.086185206
385,1.969103316,0.086185206,0.086185206
386,1.969103316,0.086185206,0.086185206
387,1.969103316,0.086185206,0.086185206
388,1.969103316,0.086185206,0.086185206
389,1.969103316,0.086185206,0.086185206
390,1.969103316,0.086185206,0.086185206
391,1.969103316,0.086185206,0.086185206
392,1.969103316,0.086185206,0.086185206
393,1.969103316,0.086185206,0.086185206
394,1.969103316,0.086185206,0.086185206
395,1.969103316,0.086185206,0.086185206
396,1.969103316,0.086185206,0.086185206
397,1.969103316,0.086185206,0.086185206
398,1.969103316,0.086185206,0.086185206
399,1.969103316,0.086185206,0.086185206
400,1.969103316,0.086185206,0.086185206
401,1.969103316,0.086185206,0.086185206
402,1.969103316,0.086185206,0.086185206
403,1.969103316,0.086185206,0.086185206
404,1.969103316,0.086185206,0.086185206
405,1.969103316,0.086185206,0.086185206
406,1.969103316,0.086185206,0.086185206
407,1.969103316,0.086185206,0.086185206
408,1.969103316,0.086185206,0.086185206
409,1.969103316,0.086185206,0.086185206
410,1.969103316,0.086185206,0.086185206
411,1.969103316,0.086185206,0.086185206
412,1.969103316,0.086185206,0.086185206
413,1.969103316,0.086185206,0.086185206
414,1.969103316,0.086185206,0.086185206
415,1.969103316,0.086185206,0.086185206
416,1.969103316,0.086185206,0.086185206
417,1.969103316,0.086185206,0.086185206
418,1.969103316,0.086185206,0.086185206
419,1.969103316,0.086185206,0.086185206
420,1.969103316,0.086185206,0.086185206
421,1.969103316,0.086185206,0.086185206
422,1.969103316,0.086185206,0.086185206
423,1.969103316,0.086185206,0.086185206
424,1.969103316,0.086185206,0.086185206
425,1.969103316,0.086185206,0.086185206
426,1.969103316,0.086185206,0.086185206
427,1.969103316,0.086185206,0.086185206
428,1.969103316,0.086185206,0.086185206
429,1.969103316,0.086185206,0.086185206
430,1.969103316,0.086185206,0.086185206
431,1.969103316,0.086185206,0.086185206
432,1.969103316,0.086185206,0.086185206
433,1.969103316,0.086185206,0.086185206
434,1.969103316,0.086185206,0.086185206
435,1.969103316,0.086185206,0.086185206
436,1.969103316,0.086185206,0.086185206
437,1.969103316,0.086185206,0.086185206
438,1.969103316,0.086185206,0.086185206
439,1.969103316,0.086185206,0.086185206
440,1.969103316,0.086185206,0.086185206
441,1.969103316,0.086185206,0.086185206
442,1.969103316,0.086185206,0.086185206
443,1.969103316,0.086185206,0.086185206
444,1.969103316,0.086185206,0.086185206
445,1.969103316,0.086185206,0.086185206
446,1.969103316,0.086185206,0.086185206
447,1.969103316,0.086185206,0.086185206
448,1.969103316,0.086185206,0.086185206
449,1.969103316,0.086185206,0.086185206
450,1.969103316,0.086185206,0.086185206
451,1.969103316,0.086185206,0.086185206
452,1.969103316,0.086185206,0.086185206
453,1.969103316,0.086185206,0.086185206
454,1.969103316,0.086185206,0.086185206
455,1.969103316,0.086185206,0.086185206
456,1.969103316,0.086185206,0.086185206
457,1.969103316,0.086185206,0.086185206
458,1.969103316,0.086185206,0.086185206
459,1.969103316,0.086185206,0.086185206
460,1.969103316,0.086185206,0.086185206
461,1.969103316,0.086185206,0.086185206
462,1.969103316,0.086185206,0.086185206
463,1.969103316,0.086185206,0.086185206
464,1.969103316,0.086185206,0.086185206
465,1.969103316,0.086185206,0.086185206
466,1.969103316,0.086185206,0.086185206
467,1.969103316,0.086185206,0.086185206
468,1.969103316,0.086185206,0.086185206
469,1.969103316,0.086185206,0.086185206
470,1.969103316,0.086185206,0.086185206
471,1.969103316,0.086185206,0.086185206
472,1.969103316,0.086185206,0.086185206
473,1.969103316,0.086185206,0.086185206
474,1.969103316,0.086185206,0.086185206
475,1.969103316,0.086185206,0.086185206
476,1.969103316,0.086185206,0.086185206
477,1.969103316,0.086185206,0.086185206
478,1.969103316,0.086185206,0.086185206
479,1.969103316,0.086185206,0.086185206
480,1.969103316,0.086185206,0.086185206
481,1.969103316,0.086185206,0.086185206
482,1.969103316,0.086185206,0.086185206
483,1.969103316,0.086185206,0.086185206
484,1.969103316,0.086185206,0.086185206
485,1.969103316,0.086185206,0.086185206
486,1.969103316,0.086185206,0.086185206
487,1.969103316,0.086185206,0.086185206
488,1.969103316,0.086185206,0.086185206
489,1.969103316,0.086185206,0.086185206
490,1.969103316,0.086185206,0.086185206
491,1.969103316,0.086185206,0.086185206
492,1.969103316,0.086185206,0.086185206
493,1.969103316,0.086185206,0.086185206
494,1.969103316,0.086185206,0.086185206
495,1.969103316,0.086185206,0.086185206
496,1.969103316,0.086185206,0.086185206
497,1.969103316,0.086185206,0.086185206
498,1.969103316,0.086185206,0.086185206
499,1.969103316,0.086185206,0.086185206
500,1.969103316,0.086185206,0.086185206
501,1.969103316,0.086185206,0.086185206
502,1.969103316,0.086185206,0.086185206
503,1.969103316,0.086185206,0.086185206
504,1.969103316,0.086185206,0.086185206
505,1.969103316,0.086185206,0.086185206
506,1.969103316,0.086185206,0.086185206
507,1.969103316,0.086185206,0.086185206
508,1.969103316,0.086185206,0.086185206
509,1.969103316,0.086185206,0.086185206
510,1.969103316,0.086185206,0.086185206
511,1.969103316,0.086185206,0.086185206
512,1.969103316,0.086185206,0.086185206
513,1.969103316,0.086185206,0.086185206
514,1.969103316,0.086185206,0.086185206
515,1.969103316,0.086185206,0.086185206
516,1.969103316,0.086185206,0.086185206
517,1.969103316,0.086185206,0.086185206
518,1.969103316,0.086185206,0.086185206
519,1.969103316,0.086185206,0.086185206
520,1.969103316,0.086185206,0.086185206
521,1.969103316,0.086185206,0.086185206
522,1.969103316,0.086185206,0.086185206
523,1.969103316,0.086185206,0.086185206
524,1.969103316,0.086185206,0.086185206
525,1.969103316,0.086185206,0.086185206
526,1.969103316,0.086185206,0.086185206
527,1.969103316,0.086185206,0.086185206
528,1.969103316,0.086185206,0.086185206
529,1.969103316,0.086185206,0.086185206
530,1.969103316,0.086185206,0.086185206
531,1.969103316,0.086185206,0.086185206
532,1.969103316,0.086185206,0.086185206
533,1.969103316,0.086185206,0.086185206
534,1.969103316,0.086185206,0.086185206
535,1.969103316,0.086185206,0.086185206
536,1.969103316,0.086185206,0.086185206
537,1.969103316,0.086185206,0.086185206
538,1.969103316,0.086185206,0.086185206
539,1.969103316,0.086185206,0.086185206
540,1.969103316,0.086185206,0.086185206
541,1.969103316,0.086185206,0.086185206
542,1.969103316,0.086185206,0.086185206
543,1.969103316,0.086185206,0.086185206
544,1.969103316,0.086185206,0.086185206
545,1.969103316,0.086185206,0.086185206
546,1.969103316,0.086185206,0.086185206
547,1.969103316,0.086185206,0.086185206
548,1.969103316,0.086185206,0.086185206
549,1.969103316,0.086185206,0.086185206
550,1.969103316,0.086185206,0.086185206
551,1.969103316,0.086185206,0.086185206
552,1.969103316,0.086185206,0.086185206
553,1.969103316,0.086185206,0.086185206
554,1.969103316,0.086185206,0.086185206
555,1.969103316,0.086185206,0.086185206
556,1.969103316,0.086185206,0.086185206
557,1.969103316,0.086185206,0.086185206
558,1.969103316,0.086185206,0.086185206
559,1.969103316,0.086185206,0.086185206
560,1.969103316,0.086185206,0.086185206
561,1.969103316,0.086185206,0.086185206
562,1.969103316,0.086185206,0.086185206
563,1.969103316,0.086185206,0.086185206
564,1.969103316,0.086185206,0.086185206
565,1.969103316,0.086185206,0.086185206
566,1.969103316,0.086185206,0.086185206
567,1.969103316,0.086185206,0.086185206
568,1.969103316,0.086185206,0.086185206
569,1.969103316,0.086185206,0.086185206
570,1.969103316,0.086185206,0.086185206
571,1.969103316,0.086185206,0.086185206
572,1.969103316,0.086185206,0.086185206
573,1.969103316,0.086185206,0.086185206
574,1.969103316,0.086185206,0.086185206
575,1.969103316,0.086185206,0.086185206
576,1.969103316,0.086185206,0.086185206
577,1.969103316,0.086185206,0.086185206
578,1.969103316,0.086185206,0.086185206
579,1.969103316,0.086185206,0.086185206
580,1.969103316,0.086185206,0.086185206
581,1.969103316,0.086185206,0.086185206
582,1.969103316,0.086185206,0.086185206
583,1.969103316,0.086185206,0.086185206
584,1.969103316,0.086185206,0.086185206
585,1.969103316,0.086185206,0.086185206
586,1.969103316,0.086185206,0.086185206
587,1.969103316,0.086185206,0.086185206
588,1.969103316,0.086185206,0.086185206
589,1.969103316,0.086185206,0.086185206
590,1.969103316,0.086185206,0.086185206
591,1.969103316,0.086185206,0.086185206
592,1.969103316,0.086185206,0.086185206
593,1.969103316,0.086185206,0.086185206
594,1.969103316,0.086185206,0.086185206
595,1.969103316,0.086185206,0.086185206
596,1.969103316,0.086185206,0.086185206
597,1.969103316,0.086185206,0.086185206
598,1.969103316,0.086185206,0.086185206
599,1.969103316,0.086185206,0.086185206
600,1.969103316,0.086185206,0.086185206
601,1.969103316,0.086185206,0.086185206
602,1.969103316,0.086185206,0.086185206
603,1.969103316,0.086185206,0.086185206
604,1.969103316,0.086185206,0.086185206
605,1.969103316,0.086185206,0.086185206
606,1.969103316,0.086185206,0.086185206
607,1.969103316,0.086185206,0.086185206
608,1.969103316,0.086185206,0.086185206
609,1.969103316,0.086185206,0.086185206
610,1.969103316,0.086185206,0.086185206
611,1.969103316,0.086185206,0.086185206
612,1.969103316,0.086185206,0.086185206
613,1.969103316,0.086185206,0.086185206
614,1.969103316,0.086185206,0.086185206
615,1.969103316,0.086185206,0.086185206
616,1.969103316,0.086185206,0.086185206
617,1.969103316,0.086185206,0.086185206
618,1.969103316,0.086185206,0.086185206
619,1.969103316,0.086185206,0.086185206
620,1.969103316,0.086185206,0.086185206
621,1.969103316,0.086185206,0.086185206
622,1.969103316,0.086185206,0.086185206
623,1.969103316,0.086185206,0.086185206
624,1.969103316,0.086185206,0.086185206
625,1.969103316,0.086185206,0.086185206
626,1.969103316,0.086185206,0.086185206
627,1.969103316,0.086185206,0.086185206
628,1.969103316,0.086185206,0.086185206
629,1.969103316,0.086185206,0.086185206
630,1.969103316,0.086185206,0.086185206
631,1.969103316,0.086185206,0.086185206
632,1.969103316,0.086185206,0.086185206
633,1.969103316,0.086185206,0.086185206
634,1.969103316,0.086185206,0.086185206
635,1.969103316,0.086185206,0.086185206
636,1.969103316,0.086185206,0.086185206
637,1.969103316,0.086185206,0.086185206
638,1.969103316,0.086185206,0.086185206
639,1.969103316,0.086185206,0.086185206
640,1.969103316,0.086185206,0.086185206
641,1.969103316,0.086185206,0.086185206
642,1.969103316,0.086185206,0.086185206
643,1.969103316,0.086185206,0.086185206
644,1.969103316,0.086185206,0.086185206
645,1.969103316,0.086185206,0.086185206
646,1.969103316,0.086185206,0.086185206
647,1.969103316,0.086185206,0.086185206
648,1.969103316,0.086185206,0.086185206
649,1.969103316,0.086185206,0.086185206
650,1.969103316,0.086185206,0.086185206
651,1.969103316,0.086185206,0.086185206
652,1.969103316,0.086185206,0.086185206
653,1.969103316,0.086185206,0.086185206
654,1.969103316,0.086185206,0.086185206
655,1.969103316,0.086185206,0.086185206
656,1.969103316,0.086185206,0.086185206
657,1.969103316,0.086185206,0.086185206
658,1.969103316,0.086185206,0.086185206
659,1.969103316,0.086185206,0.086185206
660,1.969103316,0.086185206,0.086185206
661,1.969103316,0.086185206,0.086185206
662,1.969103316,0.086185206,0.086185206
663,1.969103316,0.086185206,0.086185206
664,1.969103316,0.086185206,0.086185206
665,1.969103316,0.086185206,0.086185206
666,1.969103316,0.086185206,0.086185206
667,1.969103316,0.086185206,0.086185206
668,1.969103316,0.086185206,0.086185206
669,1.969103316,0.086185206,0.086185206
670,1.969103316,0.086185206,0.086185206
671,1.969103316,0.086185206,0.086185206
672,1.969103316,0.086185206,0.086185206
673,1.969103316,0.086185206,0.086185206
674,1.969103316,0.086185206,0.086185206
675,1.969103316,0.086185206,0.086185206
676,1.969103316,0.086185206,0.086185206
677,1.969103316,0.086185206,0.086185206
678,1.969103316,0.086185206,0.086185206
679,1.969103316,0.086185206,0.086185206
680,1.969103316,0.086185206,0.086185206
681,1.969103316,0.086185206,0.086185206
682,1.969103316,0.086185206,0.086185206
683,1.969103316,0.086185206,0.086185206
684,1.969103316,0.086185206,0.086185206
685,1.969103316,0.086185206,0.086185206
686,1.969103316,0.086185206,0.086185206
687,1.969103316,0.086185206,0.086185206
688,1.969103316,0.086185206,0.086185206
